payment_id,customer_id,rental_id,amount,payment_date
25346,285,4007,6.99,2017-04-06
25347,285,5112,2.99,2017-04-09
25348,285,5683,9.99,2017-04-10
25349,285,6010,0.99,2017-04-11
25350,285,6083,3.99,2017-04-11
25351,285,6094,4.99,2017-04-11
25352,285,6333,4.99,2017-04-11
25353,285,6644,0.99,2017-04-12
25354,285,7211,6.99,2017-04-27
25355,285,7452,9.99,2017-04-27
25356,285,7745,9.99,2017-04-28
25357,285,8154,4.99,2017-04-28
25358,285,8466,0.99,2017-04-29
25359,286,3592,4.99,2017-04-06
25360,286,3692,3.99,2017-04-06
25361,286,4242,6.99,2017-04-07
25362,286,4461,9.99,2017-04-07
25363,286,4707,4.99,2017-04-08
25364,286,4894,2.99,2017-04-08
25365,286,5796,4.99,2017-04-10
25366,286,6611,2.99,2017-04-12
25367,286,7254,2.99,2017-04-27
25368,286,7299,2.99,2017-04-27
25369,286,7368,0.99,2017-04-27
25370,286,7422,2.99,2017-04-27
25371,286,7719,6.99,2017-04-28
25372,286,8399,0.99,2017-04-29
25373,286,9280,6.99,2017-04-30
25374,286,9809,3.99,2017-04-30
25375,286,10105,5.99,2017-04-30
25376,287,4877,4.99,2017-04-08
25377,287,5346,1.99,2017-04-09
25378,287,5593,3.99,2017-04-10
25379,287,5761,0.99,2017-04-10
25380,287,6379,3.99,2017-04-11
25381,287,6397,2.99,2017-04-11
25382,287,7402,2.99,2017-04-27
25383,287,7777,2.99,2017-04-28
25384,287,8994,6.99,2017-04-30
25385,287,9716,1.99,2017-04-30
25386,287,10027,6.99,2017-04-30
25387,288,3958,3.99,2017-04-06
25388,288,4692,2.99,2017-04-08
25389,288,4758,0.99,2017-04-08
25390,288,6399,2.99,2017-04-11
25391,288,6518,3.99,2017-04-12
25392,288,7744,0.99,2017-04-28
25393,288,7855,2.99,2017-04-28
25394,288,9429,2.99,2017-04-30
25395,288,9732,0.99,2017-04-30
25396,289,3588,2.99,2017-04-06
25397,289,4622,0.99,2017-04-08
25398,289,5089,4.99,2017-04-09
25399,289,5342,8.99,2017-04-09
25400,289,5584,4.99,2017-04-10
25401,289,5724,0.99,2017-04-10
25402,289,6007,3.99,2017-04-11
25403,289,6536,7.99,2017-04-12
25404,289,7151,4.99,2017-04-27
25405,289,7162,4.99,2017-04-27
25406,289,7325,0.99,2017-04-27
25407,289,9498,2.99,2017-04-30
25408,290,4039,4.99,2017-04-07
25409,290,4073,0.99,2017-04-07
25410,290,4416,0.99,2017-04-07
25411,290,5105,2.99,2017-04-09
25412,290,5214,5.99,2017-04-09
25413,290,5827,2.99,2017-04-10
25414,290,6816,4.99,2017-04-12
25415,290,6952,4.99,2017-04-26
25416,290,7265,2.99,2017-04-27
25417,290,7650,1.99,2017-04-28
25418,290,8639,4.99,2017-04-29
25419,290,9000,7.99,2017-04-30
25420,290,9413,0.99,2017-04-30
25421,290,10096,3.99,2017-04-30
25422,290,10194,1.99,2017-04-30
25423,291,3512,4.99,2017-04-05
25424,291,4862,3.99,2017-04-08
25425,291,5754,2.99,2017-04-10
25426,291,6516,4.99,2017-04-12
25427,291,6796,2.99,2017-04-12
25428,291,7561,5.99,2017-04-27
25429,291,7564,0.99,2017-04-27
25430,291,8690,0.99,2017-04-29
25431,291,8697,4.99,2017-04-29
25432,291,9165,5.99,2017-04-30
25433,291,9201,5.99,2017-04-30
25434,291,9919,7.99,2017-04-30
25435,292,3557,0.99,2017-04-06
25436,292,4200,4.99,2017-04-07
25437,292,5095,4.99,2017-04-09
25438,292,5257,0.99,2017-04-09
25439,292,5940,4.99,2017-04-10
25440,292,6270,8.99,2017-04-11
25441,292,6900,6.99,2017-04-12
25442,292,7199,5.99,2017-04-27
25443,292,7216,2.99,2017-04-27
25444,292,7545,2.99,2017-04-27
25445,292,7766,4.99,2017-04-28
25446,292,8047,2.99,2017-04-28
25447,292,8842,4.99,2017-04-29
25448,292,8990,8.99,2017-04-30
25449,292,9792,5.99,2017-04-30
25450,292,9819,1.99,2017-04-30
25451,293,3906,3.99,2017-04-06
25452,293,4343,0.99,2017-04-07
25453,293,4542,4.99,2017-04-08
25454,293,4944,6.99,2017-04-08
25455,293,5765,3.99,2017-04-10
25456,293,6432,9.99,2017-04-11
25457,293,7607,4.99,2017-04-27
25458,293,8589,4.99,2017-04-29
25459,293,8745,2.99,2017-04-29
25460,293,9123,2.99,2017-04-30
25461,294,3681,4.99,2017-04-06
25462,294,4019,4.99,2017-04-06
25463,294,4786,7.99,2017-04-08
25464,294,6185,5.99,2017-04-11
25465,294,7415,6.99,2017-04-27
25466,294,7765,4.99,2017-04-28
25467,294,8843,4.99,2017-04-29
25468,294,9194,2.99,2017-04-30
25469,294,9522,2.99,2017-04-30
25470,294,9607,0.99,2017-04-30
25471,294,10186,0.99,2017-04-30
25472,294,10220,4.99,2017-04-30
25473,295,3496,1.99,2017-04-05
25474,295,3876,9.99,2017-04-06
25475,295,4164,1.99,2017-04-07
25476,295,4432,1.99,2017-04-07
25477,295,5019,2.99,2017-04-09
25478,295,5053,4.99,2017-04-09
25479,295,5283,2.99,2017-04-09
25480,295,5994,4.99,2017-04-10
25481,295,6252,2.99,2017-04-11
25482,295,6331,3.99,2017-04-11
25483,295,8087,0.99,2017-04-28
25484,295,8108,7.99,2017-04-28
25485,295,8840,9.99,2017-04-29
25486,295,8932,2.99,2017-04-30
25487,295,9425,7.99,2017-04-30
25488,295,9692,8.99,2017-04-30
25489,295,9793,4.99,2017-04-30
25490,295,10160,4.99,2017-04-30
25491,295,10222,0.99,2017-04-30
25492,296,3486,7.99,2017-04-05
25493,296,3810,2.99,2017-04-06
25494,296,4480,4.99,2017-04-07
25495,296,5090,0.99,2017-04-09
25496,296,5589,4.99,2017-04-10
25497,296,6016,4.99,2017-04-11
25498,296,6398,5.99,2017-04-11
25499,296,6967,6.99,2017-04-26
25500,296,7568,4.99,2017-04-27
25501,296,8171,0.99,2017-04-28
25502,296,9249,5.99,2017-04-30
25503,296,9304,2.99,2017-04-30
25504,297,3582,0.99,2017-04-06
25505,297,4621,2.99,2017-04-08
25506,297,4929,5.99,2017-04-08
25507,297,5743,8.99,2017-04-10
25508,297,6036,2.99,2017-04-11
25509,297,6064,6.99,2017-04-11
25510,297,6156,4.99,2017-04-11
25511,297,6984,2.99,2017-04-26
25512,297,7867,0.99,2017-04-28
25513,297,7933,0.99,2017-04-28
25514,297,9014,2.99,2017-04-30
25515,297,9674,5.99,2017-04-30
25516,297,10153,0.99,2017-04-30
25517,298,3479,0.99,2017-04-05
25518,298,3728,2.99,2017-04-06
25519,298,4291,2.99,2017-04-07
25520,298,4936,3.99,2017-04-08
25521,298,5166,2.99,2017-04-09
25522,298,5247,2.99,2017-04-09
25523,298,6802,0.99,2017-04-12
25524,298,7802,0.99,2017-04-28
25525,298,7869,7.99,2017-04-28
25526,298,8737,5.99,2017-04-29
25527,299,3497,0.99,2017-04-05
25528,299,4153,5.99,2017-04-07
25529,299,4350,2.99,2017-04-07
25530,299,5033,1.99,2017-04-09
25531,299,5642,2.99,2017-04-10
25532,299,6732,0.99,2017-04-12
25533,299,6853,7.99,2017-04-12
25534,299,7264,4.99,2017-04-27
25535,299,7746,2.99,2017-04-28
25536,299,7862,9.99,2017-04-28
25537,299,9520,2.99,2017-04-30
25538,299,10201,0.99,2017-04-30
25539,300,3775,0.99,2017-04-06
25540,300,4030,0.99,2017-04-07
25541,300,5562,2.99,2017-04-10
25542,300,5705,10.99,2017-04-10
25543,300,6111,4.99,2017-04-11
25544,300,6822,5.99,2017-04-12
25545,300,6998,4.99,2017-04-26
25546,300,7815,4.99,2017-04-28
25547,300,8117,6.99,2017-04-28
25548,300,8210,6.99,2017-04-28
25549,300,8283,3.99,2017-04-29
25550,300,9078,0.99,2017-04-30
25551,300,9127,2.99,2017-04-30
25552,300,9791,0.99,2017-04-30
25553,301,4316,4.99,2017-04-07
25554,301,4834,3.99,2017-04-08
25555,301,5119,6.99,2017-04-09
25556,301,5511,4.99,2017-04-09
25557,301,5730,2.99,2017-04-10
25558,301,5807,2.99,2017-04-10
25559,301,6833,6.99,2017-04-12
25560,301,7318,4.99,2017-04-27
25561,301,7818,4.99,2017-04-28
25562,301,9435,4.99,2017-04-30
25563,302,4676,4.99,2017-04-08
25564,302,5498,0.99,2017-04-09
25565,302,5682,2.99,2017-04-10
25566,302,5709,0.99,2017-04-10
25567,302,5821,4.99,2017-04-10
25568,302,6623,7.99,2017-04-12
25569,302,7183,0.99,2017-04-27
25570,302,7411,6.99,2017-04-27
25571,302,8363,6.99,2017-04-29
25572,302,8646,0.99,2017-04-29
25573,302,8795,2.99,2017-04-29
25574,302,9146,7.99,2017-04-30
25575,302,9358,2.99,2017-04-30
25576,302,9374,8.99,2017-04-30
25577,302,9581,5.99,2017-04-30
25578,303,5140,4.99,2017-04-09
25579,303,6205,4.99,2017-04-11
25580,303,6219,4.99,2017-04-11
25581,303,6464,4.99,2017-04-11
25582,303,7023,4.99,2017-04-27
25583,303,7502,2.99,2017-04-27
25584,303,8409,0.99,2017-04-29
25585,303,8734,6.99,2017-04-29
25586,303,8764,0.99,2017-04-29
25587,303,10209,2.99,2017-04-30
25588,304,4466,6.99,2017-04-07
25589,304,4812,8.99,2017-04-08
25590,304,5411,2.99,2017-04-09
25591,304,5712,4.99,2017-04-10
25592,304,5749,3.99,2017-04-10
25593,304,5795,0.99,2017-04-10
25594,304,6107,0.99,2017-04-11
25595,304,6737,4.99,2017-04-12
25596,304,7551,4.99,2017-04-27
25597,304,8055,4.99,2017-04-28
25598,304,9930,0.99,2017-04-30
25599,304,9992,6.99,2017-04-30
25600,305,4260,4.99,2017-04-07
25601,305,4638,2.99,2017-04-08
25602,305,5041,0.99,2017-04-09
25603,305,5052,2.99,2017-04-09
25604,305,5582,4.99,2017-04-10
25605,305,5745,8.99,2017-04-10
25606,305,6134,7.99,2017-04-11
25607,305,6619,0.99,2017-04-12
25608,305,8865,4.99,2017-04-29
25609,305,9119,4.99,2017-04-30
25610,306,3814,6.99,2017-04-06
25611,306,4484,5.99,2017-04-07
25612,306,4596,1.99,2017-04-08
25613,306,5581,2.99,2017-04-10
25614,306,6868,2.99,2017-04-12
25615,306,6953,4.99,2017-04-26
25616,306,7225,6.99,2017-04-27
25617,306,7232,4.99,2017-04-27
25618,306,7701,2.99,2017-04-28
25619,306,8620,0.99,2017-04-29
25620,306,8702,0.99,2017-04-29
25621,306,9242,4.99,2017-04-30
25622,306,9395,4.99,2017-04-30
25623,306,9774,0.99,2017-04-30
25624,306,10202,6.99,2017-04-30
25625,307,3962,6.99,2017-04-06
25626,307,3985,4.99,2017-04-06
25627,307,4522,2.99,2017-04-08
25628,307,4868,4.99,2017-04-08
25629,307,5871,3.99,2017-04-10
25630,307,6125,6.99,2017-04-11
25631,307,6256,0.99,2017-04-11
25632,307,6991,10.99,2017-04-26
25633,307,7536,2.99,2017-04-27
25634,307,7760,3.99,2017-04-28
25635,307,7929,0.99,2017-04-28
25636,307,8647,6.99,2017-04-29
25637,307,10135,4.99,2017-04-30
25638,308,4002,3.99,2017-04-06
25639,308,4285,8.99,2017-04-07
25640,308,5946,2.99,2017-04-10
25641,308,8869,0.99,2017-04-29
25642,308,9479,2.99,2017-04-30
25643,308,9746,7.99,2017-04-30
25644,309,3837,4.99,2017-04-06
25645,309,3896,7.99,2017-04-06
25646,309,4172,4.99,2017-04-07
25647,309,4540,4.99,2017-04-08
25648,309,5305,8.99,2017-04-09
25649,309,5980,4.99,2017-04-10
25650,309,6480,4.99,2017-04-12
25651,309,7214,5.99,2017-04-27
25652,309,7722,4.99,2017-04-28
25653,309,7846,5.99,2017-04-28
25654,309,8341,4.99,2017-04-29
25655,309,8501,2.99,2017-04-29
25656,309,8681,2.99,2017-04-29
25657,309,8917,2.99,2017-04-30
25658,309,9945,2.99,2017-04-30
25659,309,9949,0.99,2017-04-30
25660,310,3830,10.99,2017-04-06
25661,310,4072,0.99,2017-04-07
25662,310,5621,5.99,2017-04-10
25663,310,5836,0.99,2017-04-10
25664,310,7648,5.99,2017-04-28
25665,310,8637,5.99,2017-04-29
25666,310,8981,7.99,2017-04-30
25667,310,9536,2.99,2017-04-30
25668,311,4836,3.99,2017-04-08
25669,311,5224,5.99,2017-04-09
25670,311,6419,4.99,2017-04-11
25671,311,8167,6.99,2017-04-28
25672,311,8473,2.99,2017-04-29
25673,311,9503,6.99,2017-04-30
25674,311,9882,8.99,2017-04-30
25675,311,10134,4.99,2017-04-30
25676,312,3766,2.99,2017-04-06
25677,312,3792,1.99,2017-04-06
25678,312,4647,3.99,2017-04-08
25679,312,5031,5.99,2017-04-09
25680,312,6751,2.99,2017-04-12
25681,312,6866,2.99,2017-04-12
25682,312,8137,4.99,2017-04-28
25683,312,8412,6.99,2017-04-29
25684,312,8721,4.99,2017-04-29
25685,312,9016,6.99,2017-04-30
25686,312,9154,3.99,2017-04-30
25687,313,4552,2.99,2017-04-08
25688,313,5255,5.99,2017-04-09
25689,313,6384,2.99,2017-04-11
25690,313,7294,0.99,2017-04-27
25691,313,8381,4.99,2017-04-29
25692,313,8970,3.99,2017-04-30
25693,313,9836,2.99,2017-04-30
25694,314,3517,0.99,2017-04-05
25695,314,3656,2.99,2017-04-06
25696,314,3808,0.99,2017-04-06
25697,314,4386,0.99,2017-04-07
25698,314,5241,4.99,2017-04-09
25699,314,5856,0.99,2017-04-10
25700,314,6192,5.99,2017-04-11
25701,314,6666,2.99,2017-04-12
25702,314,6763,3.99,2017-04-12
25703,314,7004,4.99,2017-04-27
25704,314,7276,2.99,2017-04-27
25705,314,8022,6.99,2017-04-28
25706,314,8073,3.99,2017-04-28
25707,314,8105,0.99,2017-04-28
25708,314,8328,6.99,2017-04-29
25709,314,8644,4.99,2017-04-29
25710,314,9191,3.99,2017-04-30
25711,314,9318,6.99,2017-04-30
25712,315,4021,2.99,2017-04-07
25713,315,4992,4.99,2017-04-08
25714,315,5126,6.99,2017-04-09
25715,315,6661,4.99,2017-04-12
25716,315,6894,4.99,2017-04-12
25717,315,8416,5.99,2017-04-29
25718,315,8677,6.99,2017-04-29
25719,315,9735,9.99,2017-04-30
25720,316,4379,2.99,2017-04-07
25721,316,5102,3.99,2017-04-09
25722,316,5544,7.99,2017-04-10
25723,316,5618,5.99,2017-04-10
25724,316,6988,4.99,2017-04-26
25725,316,7339,2.99,2017-04-27
25726,316,7586,2.99,2017-04-27
25727,316,7592,4.99,2017-04-27
25728,316,7945,1.99,2017-04-28
25729,316,8564,4.99,2017-04-29
25730,316,9508,4.99,2017-04-30
25731,316,9903,6.99,2017-04-30
25732,317,4138,0.99,2017-04-07
25733,317,4177,8.99,2017-04-07
25734,317,4700,0.99,2017-04-08
25735,317,5548,0.99,2017-04-10
25736,317,5942,7.99,2017-04-10
25737,317,7309,2.99,2017-04-27
25738,317,8062,2.99,2017-04-28
25739,317,8327,2.99,2017-04-29
25740,317,8458,4.99,2017-04-29
25741,317,9110,2.99,2017-04-30
25742,317,9513,4.99,2017-04-30
25743,317,9770,8.99,2017-04-30
25744,318,3732,4.99,2017-04-06
25745,318,3974,2.99,2017-04-06
25746,318,4356,8.99,2017-04-07
25747,318,7649,0.99,2017-04-28
25748,318,7853,0.99,2017-04-28
25749,318,10023,5.99,2017-04-30
25750,319,4119,3.99,2017-04-07
25751,319,4295,2.99,2017-04-07
25752,319,4630,4.99,2017-04-08
25753,319,5791,8.99,2017-04-10
25754,319,5882,2.99,2017-04-10
25755,319,6132,2.99,2017-04-11
25756,319,6195,4.99,2017-04-11
25757,319,6255,4.99,2017-04-11
25758,319,6485,6.99,2017-04-12
25759,319,7953,2.99,2017-04-28
25760,319,9017,4.99,2017-04-30
25761,319,9044,0.99,2017-04-30
25762,320,3519,0.99,2017-04-05
25763,320,3756,4.99,2017-04-06
25764,320,4173,2.99,2017-04-07
25765,320,7057,4.99,2017-04-27
25766,320,7064,3.99,2017-04-27
25767,320,7930,4.99,2017-04-28
25768,320,8144,4.99,2017-04-28
25769,320,8235,4.99,2017-04-28
25770,320,8238,0.99,2017-04-28
25771,320,8794,4.99,2017-04-29
25772,320,9509,0.99,2017-04-30
25773,321,3901,5.99,2017-04-06
25774,321,3920,4.99,2017-04-06
25775,321,4281,4.99,2017-04-07
25776,321,4318,5.99,2017-04-07
25777,321,5202,2.99,2017-04-09
25778,321,5867,8.99,2017-04-10
25779,321,6190,2.99,2017-04-11
25780,321,6859,5.99,2017-04-12
25781,321,8685,6.99,2017-04-29
25782,321,9981,0.99,2017-04-30
25783,322,3478,0.99,2017-04-05
25784,322,3627,1.99,2017-04-06
25785,322,3646,4.99,2017-04-06
25786,322,6033,2.99,2017-04-11
25787,322,6511,3.99,2017-04-12
25788,322,6673,0.99,2017-04-12
25789,322,6709,4.99,2017-04-12
25790,322,7091,4.99,2017-04-27
25791,322,8142,4.99,2017-04-28
25792,322,9104,7.99,2017-04-30
25793,322,9115,4.99,2017-04-30
25794,322,9252,1.99,2017-04-30
25795,323,3704,6.99,2017-04-06
25796,323,4572,1.99,2017-04-08
25797,323,5669,4.99,2017-04-10
25798,323,5906,1.99,2017-04-10
25799,323,6840,3.99,2017-04-12
25800,323,7146,7.99,2017-04-27
25801,323,7275,2.99,2017-04-27
25802,323,7695,5.99,2017-04-28
25803,323,7847,1.99,2017-04-28
25804,323,7937,4.99,2017-04-28
25805,323,8474,0.99,2017-04-29
25806,323,8790,0.99,2017-04-29
25807,323,9363,2.99,2017-04-30
25808,323,10002,4.99,2017-04-30
25809,323,10028,4.99,2017-04-30
25810,324,3947,4.99,2017-04-06
25811,324,4197,0.99,2017-04-07
25812,324,4368,4.99,2017-04-07
25813,324,5702,2.99,2017-04-10
25814,324,5778,0.99,2017-04-10
25815,324,6034,2.99,2017-04-11
25816,324,6299,4.99,2017-04-11
25817,324,7240,3.99,2017-04-27
25818,324,7263,7.99,2017-04-27
25819,324,7960,6.99,2017-04-28
25820,324,8698,3.99,2017-04-29
25821,324,9651,4.99,2017-04-30
25822,324,10212,2.99,2017-04-30
25823,325,5470,5.99,2017-04-09
25824,325,5740,2.99,2017-04-10
25825,325,5775,4.99,2017-04-10
25826,325,6135,4.99,2017-04-11
25827,325,6622,0.99,2017-04-12
25828,325,7223,9.99,2017-04-27
25829,325,7687,2.99,2017-04-28
25830,325,8539,0.99,2017-04-29
25831,325,10030,2.99,2017-04-30
25832,325,10070,4.99,2017-04-30
25833,326,3886,0.99,2017-04-06
25834,326,4160,7.99,2017-04-07
25835,326,5147,5.99,2017-04-09
25836,326,7117,2.99,2017-04-27
25837,326,7725,2.99,2017-04-28
25838,326,7931,4.99,2017-04-28
25839,326,8467,5.99,2017-04-29
25840,326,8604,4.99,2017-04-29
25841,326,8739,2.99,2017-04-29
25842,326,9855,0.99,2017-04-30
25843,326,10108,0.99,2017-04-30
25844,326,10173,4.99,2017-04-30
25845,327,4445,4.99,2017-04-07
25846,327,4521,0.99,2017-04-08
25847,327,6618,2.99,2017-04-12
25848,327,7458,1.99,2017-04-27
25849,327,7808,1.99,2017-04-28
25850,328,5450,4.99,2017-04-09
25851,328,8017,1.99,2017-04-28
25852,328,8577,6.99,2017-04-29
25853,328,8780,4.99,2017-04-29
25854,328,9557,2.99,2017-04-30
25855,328,9835,2.99,2017-04-30
25856,329,3976,2.99,2017-04-06
25857,329,4076,4.99,2017-04-07
25858,329,4415,4.99,2017-04-07
25859,329,4465,1.99,2017-04-07
25860,329,4674,2.99,2017-04-08
25861,329,7980,4.99,2017-04-28
25862,329,8172,7.99,2017-04-28
25863,329,8460,6.99,2017-04-29
25864,329,8941,0.99,2017-04-30
25865,329,9024,4.99,2017-04-30
25866,329,9219,0.99,2017-04-30
25867,329,9381,0.99,2017-04-30
25868,329,9827,6.99,2017-04-30
25869,330,3603,4.99,2017-04-06
25870,330,3659,2.99,2017-04-06
25871,330,3760,2.99,2017-04-06
25872,330,4124,1.99,2017-04-07
25873,330,5149,2.99,2017-04-09
25874,330,5750,5.99,2017-04-10
25875,330,6656,0.99,2017-04-12
25876,330,6678,2.99,2017-04-12
25877,330,6719,2.99,2017-04-12
25878,330,7894,2.99,2017-04-28
25879,330,8680,4.99,2017-04-29
25880,330,10100,4.99,2017-04-30
25881,331,3505,4.99,2017-04-05
25882,331,3613,4.99,2017-04-06
25883,331,3871,8.99,2017-04-06
25884,331,4051,4.99,2017-04-07
25885,331,4063,5.99,2017-04-07
25886,331,4326,10.99,2017-04-07
25887,331,5152,2.99,2017-04-09
25888,331,5885,1.99,2017-04-10
25889,331,5947,5.99,2017-04-10
25890,331,8231,0.99,2017-04-28
25891,331,8995,4.99,2017-04-30
25892,331,9401,5.99,2017-04-30
25893,331,10188,6.99,2017-04-30
25894,332,4100,6.99,2017-04-07
25895,332,4302,6.99,2017-04-07
25896,332,5116,2.99,2017-04-09
25897,332,5277,1.99,2017-04-09
25898,332,5381,2.99,2017-04-09
25899,332,5388,0.99,2017-04-09
25900,332,5440,0.99,2017-04-09
25901,332,7049,7.99,2017-04-27
25902,332,7418,2.99,2017-04-27
25903,332,7577,8.99,2017-04-27
25904,332,7578,4.99,2017-04-27
25905,332,7934,8.99,2017-04-28
25906,332,8173,6.99,2017-04-28
25907,332,9324,1.99,2017-04-30
25908,332,9388,5.99,2017-04-30
25909,332,9921,0.99,2017-04-30
25910,332,10026,4.99,2017-04-30
25911,333,5032,0.99,2017-04-09
25912,333,5645,1.99,2017-04-10
25913,333,5892,4.99,2017-04-10
25914,333,6275,0.99,2017-04-11
25915,333,6931,4.99,2017-04-26
25916,333,6958,0.99,2017-04-26
25917,333,7076,6.99,2017-04-27
25918,333,7246,0.99,2017-04-27
25919,333,8719,4.99,2017-04-29
25920,333,9148,4.99,2017-04-30
25921,333,9338,10.99,2017-04-30
25922,333,10035,4.99,2017-04-30
25923,333,10062,2.99,2017-04-30
25924,334,3662,4.99,2017-04-06
25925,334,4603,6.99,2017-04-08
25926,334,5014,4.99,2017-04-09
25927,334,5434,0.99,2017-04-09
25928,334,5818,5.99,2017-04-10
25929,334,5845,4.99,2017-04-10
25930,334,6641,5.99,2017-04-12
25931,334,6749,4.99,2017-04-12
25932,334,6987,2.99,2017-04-26
25933,334,8977,7.99,2017-04-30
25934,334,9633,2.99,2017-04-30
25935,334,10207,3.99,2017-04-30
25936,335,3607,0.99,2017-04-06
25937,335,4016,0.99,2017-04-06
25938,335,4032,2.99,2017-04-07
25939,335,4279,4.99,2017-04-07
25940,335,4387,8.99,2017-04-07
25941,335,5024,4.99,2017-04-09
25942,335,5252,0.99,2017-04-09
25943,335,5728,2.99,2017-04-10
25944,335,6624,7.99,2017-04-12
25945,335,6906,0.99,2017-04-12
25946,335,8634,3.99,2017-04-29
25947,335,8855,2.99,2017-04-29
25948,335,9125,5.99,2017-04-30
25949,335,9361,4.99,2017-04-30
25950,335,9428,0.99,2017-04-30
25951,336,4323,5.99,2017-04-07
25952,336,4595,2.99,2017-04-08
25953,336,5649,2.99,2017-04-10
25954,336,5667,0.99,2017-04-10
25955,336,6263,4.99,2017-04-11
25956,336,6382,6.99,2017-04-11
25957,336,8275,4.99,2017-04-29
25958,336,8407,6.99,2017-04-29
25959,336,8607,4.99,2017-04-29
25960,336,8951,8.99,2017-04-30
25961,336,9306,0.99,2017-04-30
25962,336,10055,0.99,2017-04-30
25963,337,3626,5.99,2017-04-06
25964,337,4091,6.99,2017-04-07
25965,337,4093,4.99,2017-04-07
25966,337,4855,4.99,2017-04-08
25967,337,5050,2.99,2017-04-09
25968,337,6212,0.99,2017-04-11
25969,337,6305,7.99,2017-04-11
25970,337,6620,2.99,2017-04-12
25971,337,7410,4.99,2017-04-27
25972,337,8516,4.99,2017-04-29
25973,337,8919,8.99,2017-04-30
25974,337,9051,5.99,2017-04-30
25975,338,3516,0.99,2017-04-05
25976,338,3772,2.99,2017-04-06
25977,338,4104,5.99,2017-04-07
25978,338,4779,4.99,2017-04-08
25979,338,5309,4.99,2017-04-09
25980,338,6236,2.99,2017-04-11
25981,338,6360,4.99,2017-04-11
25982,338,7584,3.99,2017-04-27
25983,338,8766,0.99,2017-04-29
25984,338,9485,7.99,2017-04-30
25985,339,3536,2.99,2017-04-06
25986,339,4243,4.99,2017-04-07
25987,339,4467,0.99,2017-04-07
25988,339,4967,3.99,2017-04-08
25989,339,5720,3.99,2017-04-10
25990,339,6072,6.99,2017-04-11
25991,339,6425,0.99,2017-04-11
25992,339,6682,7.99,2017-04-12
25993,339,7244,2.99,2017-04-27
25994,339,7973,4.99,2017-04-28
25995,339,8968,0.99,2017-04-30
25996,339,9208,5.99,2017-04-30
25997,339,9663,4.99,2017-04-30
25998,340,4475,2.99,2017-04-07
25999,340,4742,0.99,2017-04-08
26000,340,6381,4.99,2017-04-11
26001,340,7617,2.99,2017-04-27
26002,340,8274,4.99,2017-04-29
26003,340,8541,0.99,2017-04-29
26004,340,8551,4.99,2017-04-29
26005,340,8606,4.99,2017-04-29
26006,340,9834,2.99,2017-04-30
26007,341,3938,4.99,2017-04-06
26008,341,4624,2.99,2017-04-08
26009,341,5487,4.99,2017-04-09
26010,341,5931,0.99,2017-04-10
26011,341,7473,2.99,2017-04-27
26012,341,8661,2.99,2017-04-29
26013,341,8728,9.99,2017-04-29
26014,342,5617,0.99,2017-04-10
26015,342,6060,4.99,2017-04-11
26016,342,6429,8.99,2017-04-11
26017,342,6736,2.99,2017-04-12
26018,342,6787,7.99,2017-04-12
26019,342,6997,0.99,2017-04-26
26020,342,7280,2.99,2017-04-27
26021,342,9164,2.99,2017-04-30
26022,342,9526,0.99,2017-04-30
26023,342,9948,5.99,2017-04-30
26024,342,9955,0.99,2017-04-30
26025,342,9956,4.99,2017-04-30
26026,343,3978,5.99,2017-04-06
26027,343,4472,7.99,2017-04-07
26028,343,5097,4.99,2017-04-09
26029,343,5337,3.99,2017-04-09
26030,343,7069,6.99,2017-04-27
26031,343,8012,5.99,2017-04-28
26032,343,8088,9.99,2017-04-28
26033,343,9458,5.99,2017-04-30
26034,343,9739,2.99,2017-04-30
26035,344,4028,5.99,2017-04-07
26036,344,4347,3.99,2017-04-07
26037,344,6363,5.99,2017-04-11
26038,344,7480,4.99,2017-04-27
26039,344,8561,2.99,2017-04-29
26040,344,9788,4.99,2017-04-30
26041,345,4422,2.99,2017-04-07
26042,345,4425,2.99,2017-04-07
26043,345,4450,4.99,2017-04-07
26044,345,5508,3.99,2017-04-09
26045,345,6307,7.99,2017-04-11
26046,345,7092,6.99,2017-04-27
26047,345,8129,2.99,2017-04-28
26048,345,8694,8.99,2017-04-29
26049,345,9163,4.99,2017-04-30
26050,345,9207,2.99,2017-04-30
26051,345,10215,8.99,2017-04-30
26052,346,4420,4.99,2017-04-07
26053,346,4958,8.99,2017-04-08
26054,346,5428,4.99,2017-04-09
26055,346,5557,4.99,2017-04-10
26056,346,6136,4.99,2017-04-11
26057,346,6323,2.99,2017-04-11
26058,346,6881,8.99,2017-04-12
26059,346,7943,6.99,2017-04-28
26060,346,8272,5.99,2017-04-28
26061,346,8505,6.99,2017-04-29
26062,346,8543,0.99,2017-04-29
26063,346,8732,8.99,2017-04-29
26064,346,9566,4.99,2017-04-30
26065,346,9848,4.99,2017-04-30
26066,346,9927,2.99,2017-04-30
26067,347,3605,0.99,2017-04-06
26068,347,3666,4.99,2017-04-06
26069,347,4232,5.99,2017-04-07
26070,347,4523,6.99,2017-04-08
26071,347,5471,0.99,2017-04-09
26072,347,5819,2.99,2017-04-10
26073,347,6121,1.99,2017-04-11
26074,347,7811,0.99,2017-04-28
26075,347,8148,4.99,2017-04-28
26076,347,8153,4.99,2017-04-28
26077,347,8176,4.99,2017-04-28
26078,347,8378,4.99,2017-04-29
26079,347,8771,2.99,2017-04-29
26080,347,9013,4.99,2017-04-30
